Date,Location,Crime
2012-06-01,Southland,2931.8965161384526
2012-07-01,Southland,2911.503159402578
2012-08-01,Southland,2890.4660168161945
2012-09-01,Southland,2868.6911089811006
2012-10-01,Southland,2846.0844564989256
2012-11-01,Southland,2822.5520799712876
2012-12-01,Southland,2798.0
2013-01-01,Southland,2772.373803349446
2013-02-01,Southland,2745.777341435045
2013-03-01,Southland,2718.354031835196
2013-04-01,Southland,2690.2472921280837
2013-05-01,Southland,2661.600539891883
2013-06-01,Southland,2632.5571927050055
2013-07-01,Southland,2603.2606681456286
2013-08-01,Southland,2573.8543837919256
2013-09-01,Southland,2544.4817572223124
2013-10-01,Southland,2515.2862060149637
2013-11-01,Southland,2486.4111477480546
2013-12-01,Southland,2458.0
2014-01-01,Southland,2430.1988104149614
2014-02-01,Southland,2403.164146901063
2014-03-01,Southland,2377.055207432637
2014-04-01,Southland,2352.031189983792
2014-05-01,Southland,2328.2512925286496
2014-06-01,Southland,2305.8747130415245
2014-07-01,Southland,2285.0606494965346
2014-08-01,Southland,2265.968299867813
2014-09-01,Southland,2248.7568621296505
2014-10-01,Southland,2233.5855342561754
2014-11-01,Southland,2220.61351422154
2014-12-01,Southland,2210.0
2015-01-01,Southland,2201.8292188797273
2015-02-01,Southland,2195.885515405022
2015-03-01,Southland,2191.8782634342574
2015-04-01,Southland,2189.516836825754
2015-05-01,Southland,2188.510609437852
2015-06-01,Southland,2188.568955128896
2015-07-01,Southland,2189.401247757222
2015-08-01,Southland,2190.7168611811744
2015-09-01,Southland,2192.225169259086
2015-10-01,Southland,2193.635545849301
2015-11-01,Southland,2194.6573648101607
2015-12-01,Southland,2195.0
2016-01-01,Southland,2194.4495918439598
2016-02-01,Southland,2193.099347034361
2016-03-01,Southland,2191.1192388303343
2016-04-01,Southland,2188.6792404909997
2016-05-01,Southland,2185.9493252754733
2016-06-01,Southland,2183.0994664428927
2016-07-01,Southland,2180.2996372523726
2016-08-01,Southland,2177.7198109630313
2016-09-01,Southland,2175.529960834004
2016-10-01,Southland,2173.900060124408
2016-11-01,Southland,2173.0000820933637
2016-12-01,Southland,2173.0
2017-01-01,Southland,2173.999149855554
2017-02-01,Southland,2175.8143186797483
2017-03-01,Southland,2178.191656244406
2017-04-01,Southland,2180.877312321365
2017-05-01,Southland,2183.6174366824685
2017-06-01,Southland,2186.158179099534
2017-07-01,Southland,2188.245689344405
2017-08-01,Southland,2189.626117188917
2017-09-01,Southland,2190.0456124048965
2017-10-01,Southland,2189.2503247641826
2017-11-01,Southland,2186.9864040386014
2017-12-01,Southland,2183.0
2018-01-01,Southland,2177.119202252344
2018-02-01,Southland,2169.499859728127
2018-03-01,Southland,2160.3797611920427
2018-04-01,Southland,2149.996695408726
2018-05-01,Southland,2138.5884511427957
2018-06-01,Southland,2126.3928171589687
2018-07-01,Southland,2113.6475822218663
2018-08-01,Southland,2100.5905350961057
2018-09-01,Southland,2087.459464546411
2018-10-01,Southland,2074.4921593373983
2018-11-01,Southland,2061.9264082336877
2018-12-01,Southland,2050.0
2019-01-01,Southland,2038.870684653622
2019-02-01,Southland,2028.3760572225224
2019-03-01,Southland,2018.273673987424
2019-04-01,Southland,2008.3210912289633
2019-05-01,Southland,1998.2758652277785
2019-06-01,Southland,1987.89555226459
2019-07-01,Southland,1976.9377086200363
2019-08-01,Southland,1965.1598905747503
2019-09-01,Southland,1952.319654409461
2019-10-01,Southland,1938.1745564048042
2019-11-01,Southland,1922.4821528414002
2019-12-01,Southland,1905.0
2020-01-01,Southland,1885.584401725825
2020-02-01,Southland,1864.48665212246
2020-03-01,Southland,1842.0567928582618
2020-04-01,Southland,1818.6448656014147
2020-05-01,Southland,1794.6009120200938
2020-06-01,Southland,1770.274973782671
2020-07-01,Southland,1746.0170925573218
2020-08-01,Southland,1722.1773100122227
2020-09-01,Southland,1699.1056678157447
2020-10-01,Southland,1677.1522076360627
2020-11-01,Southland,1656.6669711413638
2020-12-01,Southland,1638.0
2021-01-01,Southland,1621.4184445542871
2021-02-01,Southland,1606.857889843092
2021-03-01,Southland,1594.171029579529
2021-04-01,Southland,1583.210557476593
2021-05-01,Southland,1573.8291672472963
2021-06-01,Southland,1565.879552604726
2021-07-01,Southland,1559.214407261891
2021-08-01,Southland,1553.6864249318137
2021-09-01,Southland,1549.1482993275602
2021-10-01,Southland,1545.45272416215
2021-11-01,Southland,1542.4523931486126
2021-12-01,Southland,1540.0
2022-01-01,Southland,1537.9738802422878
2022-02-01,Southland,1536.35493665325
2022-03-01,Southland,1535.1497138236216
2022-04-01,Southland,1534.3647563441234
2022-05-01,Southland,1534.0066088054818
2022-06-01,Southland,1534.0818157984247
2022-07-01,Southland,1534.5969219136762
2022-08-01,Southland,1535.5584717419663
2022-09-01,Southland,1536.9730098740154
2022-10-01,Southland,1538.847080900552
2022-11-01,Southland,1541.1872294123089
2022-12-01,Southland,1544.0
2023-01-01,Southland,1547.2919372543568
2023-02-01,Southland,1551.0695857661165
2023-03-01,Southland,1555.3394901259846
2023-04-01,Southland,1560.108194924697
2023-05-01,Southland,1565.3822447529947
2023-06-01,Southland,1571.1681842015755
2023-07-01,Southland,1577.4725578611788
2023-08-01,Southland,1584.3019103225502
2023-09-01,Southland,1591.6627861763784
2023-10-01,Southland,1599.561730013408
2023-11-01,Southland,1608.0052864243883
2023-12-01,Southland,1617.0
2024-01-01,Southland,1626.552415330991
2024-02-01,Southland,1636.6690770081161
2024-03-01,Southland,1647.356529622046
2024-04-01,Southland,1658.621317763534
2024-05-01,Southland,1670.4699860233395
2024-06-01,Southland,1682.909078992123
2024-07-01,Southland,1695.9451412606434
2024-08-01,Southland,1709.5847174196642
2024-09-01,Southland,1723.834352059837
2024-10-01,Southland,1738.7005897719248
2024-11-01,Southland,1754.1899751466967
2024-12-01,Southland,1770.309052774794
2025-01-01,Southland,1787.0643672469848
1981-01-01,Otago,11477.732642986488
1981-02-01,Otago,11822.52476558126
1981-03-01,Otago,12067.091288828235
1981-04-01,Otago,12218.147133774275
1981-05-01,Otago,12282.407221465233
1981-06-01,Otago,12266.586472946554
1981-07-01,Otago,12177.399809264309
1981-08-01,Otago,12021.562151463773
1981-09-01,Otago,11805.788420591596
1981-10-01,Otago,11536.793537693224
1981-11-01,Otago,11221.292423813515
1981-12-01,Otago,10866.0
1982-01-01,Otago,10477.631187297655
1982-02-01,Otago,10062.900906751102
1982-03-01,Otago,9628.524079408404
1982-04-01,Otago,9181.215626314244
1982-05-01,Otago,8727.69046851317
1982-06-01,Otago,8274.663527053446
1982-07-01,Otago,7828.849722979631
1982-08-01,Otago,7396.963977336354
1982-09-01,Otago,6985.721211171766
1982-10-01,Otago,6601.836345530453
1982-11-01,Otago,6252.024301457295
1982-12-01,Otago,5943.0
1983-01-01,Otago,5679.755918009401
1983-02-01,Otago,5460.3947555610175
1983-03-01,Otago,5281.296768538149
1983-04-01,Otago,5138.842212822254
1983-05-01,Otago,5029.41134429519
1983-06-01,Otago,4949.38441883966
1983-07-01,Otago,4895.141692337434
1983-08-01,Otago,4863.063420670567
1983-09-01,Otago,4849.52985972134
1983-10-01,Otago,4850.9212653717495
1983-11-01,Otago,4863.617893503959
1983-12-01,Otago,4884.0
1984-01-01,Otago,4909.03321936966
1984-02-01,Otago,4938.024700633378
1984-03-01,Otago,4970.866971439001
1984-04-01,Otago,5007.452559434608
1984-05-01,Otago,5047.673992268318
1984-06-01,Otago,5091.423797587918
1984-07-01,Otago,5138.594503041514
1984-08-01,Otago,5189.078636277257
1984-09-01,Otago,5242.7687249428745
1984-10-01,Otago,5299.557296686505
1984-11-01,Otago,5359.336879156321
1984-12-01,Otago,5422.0
1985-01-01,Otago,5487.26282488239
1985-02-01,Otago,5554.136071535093
1985-03-01,Otago,5621.454095705847
1985-04-01,Otago,5688.051253142932
1985-05-01,Otago,5752.761899594625
1985-06-01,Otago,5814.420390808672
1985-07-01,Otago,5871.861082533356
1985-08-01,Otago,5923.918330516915
1985-09-01,Otago,5969.426490507161
1985-10-01,Otago,6007.219918252351
1985-11-01,Otago,6036.132969500649
1985-12-01,Otago,6055.0
1986-01-01,Otago,6063.060735730142
1986-02-01,Otago,6061.176383596884
1986-03-01,Otago,6050.613520737613
1986-04-01,Otago,6032.638724289706
1986-05-01,Otago,6008.518571390465
1986-06-01,Otago,5979.519639177393
1986-07-01,Otago,5946.908504787807
1986-08-01,Otago,5911.951745358981
1986-09-01,Otago,5875.915938028478
1986-10-01,Otago,5840.067659933578
1986-11-01,Otago,5805.673488211566
1986-12-01,Otago,5774.0
1987-01-01,Otago,5746.015644234032
1987-02-01,Otago,5721.496357040348
1987-03-01,Otago,5699.919946343702
1987-04-01,Otago,5680.764220068645
1987-05-01,Otago,5663.506986139756
1987-06-01,Otago,5647.626052481752
1987-07-01,Otago,5632.599227019204
1987-08-01,Otago,5617.9043176766945
1987-09-01,Otago,5603.019132378926
1987-10-01,Otago,5587.421479050481
1987-11-01,Otago,5570.589165615935
1987-12-01,Otago,5552.0
1988-01-01,Otago,5531.347752148656
1988-02-01,Otago,5509.190040093467
1988-03-01,Otago,5486.300443887581
1988-04-01,Otago,5463.452543583966
1988-05-01,Otago,5441.419919235589
1988-06-01,Otago,5420.976150895599
1988-07-01,Otago,5402.894818616961
1988-08-01,Otago,5387.949502452663
1988-09-01,Otago,5376.913782455819
1988-10-01,Otago,5370.561238679405
1988-11-01,Otago,5369.665451176454
1988-12-01,Otago,5375.0
1989-01-01,Otago,5386.838717541803
1989-02-01,Otago,5403.456445548662
1989-03-01,Otago,5422.628278105975
1989-04-01,Otago,5442.129309299276
1989-05-01,Otago,5459.734633214105
1989-06-01,Otago,5473.219343935852
1989-07-01,Otago,5480.358535550061
1989-08-01,Otago,5478.927302142212
1989-09-01,Otago,5466.700737797802
1989-10-01,Otago,5441.453936602329
1989-11-01,Otago,5400.96199264116
1989-12-01,Otago,5343.0
1990-01-01,Otago,5266.2753869434355
1990-02-01,Otago,5173.224918452582
1990-03-01,Otago,5067.217693688518
1990-04-01,Otago,4951.622811811578
1990-05-01,Otago,4829.809371981993
1990-06-01,Otago,4705.146473360997
1990-07-01,Otago,4581.003215108835
1990-08-01,Otago,4460.748696385752
1990-09-01,Otago,4347.752016352979
1990-10-01,Otago,4245.382274170745
1990-11-01,Otago,4157.0085689994
1990-12-01,Otago,4086.0
1991-01-01,Otago,4034.74260505516
1991-02-01,Otago,4001.69017693694
1991-03-01,Otago,3984.3134471399544
1991-04-01,Otago,3980.0831471585284
1991-05-01,Otago,3986.4700084871306
1991-06-01,Otago,4000.944762620159
1991-07-01,Otago,4020.9781410520573
1991-08-01,Otago,4044.04087527733
1991-09-01,Otago,4067.6036967902837
1991-10-01,Otago,4089.1373370854176
1991-11-01,Otago,4106.11252765721
1991-12-01,Otago,4116.0
1992-01-01,Otago,4116.908128021341
1992-02-01,Otago,4109.495855280948
1992-03-01,Otago,4095.059767751664
1992-04-01,Otago,4074.896451406283
1992-05-01,Otago,4050.302492217538
1992-06-01,Otago,4022.574476158367
1992-07-01,Otago,3993.008989201513
1992-08-01,Otago,3962.902617319696
1992-09-01,Otago,3933.551946485887
1992-10-01,Otago,3906.2535626728063
1992-11-01,Otago,3882.304051853199
1992-12-01,Otago,3863.0
1993-01-01,Otago,3849.3193273039774
1993-02-01,Otago,3840.965290828089
1993-03-01,Otago,3837.3224818533904
1993-04-01,Otago,3837.7754916608615
1993-05-01,Otago,3841.708911531526
1993-06-01,Otago,3848.507332746373
1993-07-01,Otago,3857.5553465864164
1993-08-01,Otago,3868.2375443326982
1993-09-01,Otago,3879.9385172661687
1993-10-01,Otago,3892.0428566678643
1993-11-01,Otago,3903.9351538188266
1993-12-01,Otago,3915.0
1994-01-01,Otago,3924.728914614637
1994-02-01,Otago,3933.0411295548197
1994-03-01,Otago,3939.9628048347745
1994-04-01,Otago,3945.5201004687974
1994-05-01,Otago,3949.739176471171
1994-06-01,Otago,3952.6461928561416
1994-07-01,Otago,3954.2673096379967
1994-08-01,Otago,3954.628686831006
1994-09-01,Otago,3953.7564844494386
1994-10-01,Otago,3951.6768625075697
1994-11-01,Otago,3948.4159810196606
1994-12-01,Otago,3944.0
1995-01-01,Otago,3938.4629309041247
1995-02-01,Otago,3931.8701909526485
1995-03-01,Otago,3924.295048807512
1995-04-01,Otago,3915.8107731306036
1995-05-01,Otago,3906.4906325838
1995-06-01,Otago,3896.4078958290593
1995-07-01,Otago,3885.635831528261
1995-08-01,Otago,3874.2477083432773
1995-09-01,Otago,3862.3167949360773
1995-10-01,Otago,3849.9163599685335
1995-11-01,Otago,3837.119672102516
1995-12-01,Otago,3824.0
1996-01-01,Otago,3810.62422288
1996-02-01,Otago,3797.0336621901097
1996-03-01,Otago,3783.263249935178
1996-04-01,Otago,3769.347918119942
1996-05-01,Otago,3755.3225987491387
1996-06-01,Otago,3741.2222238276204
1996-07-01,Otago,3727.081725360123
1996-08-01,Otago,3712.936035351383
1996-09-01,Otago,3698.8200858062523
1996-10-01,Otago,3684.7688087294687
1996-11-01,Otago,3670.8171361257673
1996-12-01,Otago,3657.0
1997-01-01,Otago,3643.363094242607
1997-02-01,Otago,3629.995160286843
1997-03-01,Otago,3616.995701451777
1997-04-01,Otago,3604.464221056366
1997-05-01,Otago,3592.5002224195737
1997-06-01,Otago,3581.203208860459
1997-07-01,Otago,3570.6726836979847
1997-08-01,Otago,3561.0081502511202
1997-09-01,Otago,3552.3091118389116
1997-10-01,Otago,3544.675071780328
1997-11-01,Otago,3538.205533394347
1997-12-01,Otago,3533.0
1998-01-01,Otago,3529.0802288533405
1998-02-01,Otago,3526.1569929587504
1998-03-01,Otago,3523.863319257714
1998-04-01,Otago,3521.83223469169
1998-05-01,Otago,3519.696766202139
1998-06-01,Otago,3517.089940730542
1998-07-01,Otago,3513.644785218361
1998-08-01,Otago,3508.9943266070495
1998-09-01,Otago,3502.7715918381
1998-10-01,Otago,3494.6096078529695
1998-11-01,Otago,3484.141401593095
1998-12-01,Otago,3471.0
1999-01-01,Otago,3454.9375181218506
1999-02-01,Otago,3436.1824234336714
1999-03-01,Otago,3415.0822715173676
1999-04-01,Otago,3391.984617954694
1999-05-01,Otago,3367.2370183273824
1999-06-01,Otago,3341.187028217371
1999-07-01,Otago,3314.1822032063965
1999-08-01,Otago,3286.570098876184
1999-09-01,Otago,3258.6982708086884
1999-10-01,Otago,3230.914274585637
1999-11-01,Otago,3203.5656657887566
1999-12-01,Otago,3177.0
2000-01-01,Otago,3151.5418051408283
2000-02-01,Otago,3127.4234984916534
2000-03-01,Otago,3104.854469672816
2000-04-01,Otago,3084.0441083044575
2000-05-01,Otago,3065.201804006739
2000-06-01,Otago,3048.5369463999737
2000-07-01,Otago,3034.258925104317
2000-08-01,Otago,3022.5771297399497
2000-09-01,Otago,3013.7009499271453
2000-10-01,Otago,3007.839775286078
2000-11-01,Otago,3005.202995436955
2000-12-01,Otago,3006.0
2001-01-01,Otago,3010.304983537158
2001-02-01,Otago,3017.651360377398
2001-03-01,Otago,3027.4373497913703
2001-04-01,Otago,3039.0611710497824
2001-05-01,Otago,3051.9210434233637
2001-06-01,Otago,3065.415186182734
2001-07-01,Otago,3078.9418185986187
2001-08-01,Otago,3091.899159941744
2001-09-01,Otago,3103.685429482731
2001-10-01,Otago,3113.698846492306
2001-11-01,Otago,3121.33763024118
2001-12-01,Otago,3126.0
2002-01-01,Otago,3127.354580154984
2002-02-01,Otago,3126.151615554318
2002-03-01,Otago,3123.4117561617036
2002-04-01,Otago,3120.1556519408323
2002-05-01,Otago,3117.4039528553917
2002-06-01,Otago,3116.1773088690907
2002-07-01,Otago,3117.4963699456134
2002-08-01,Otago,3122.381786048671
2002-09-01,Otago,3131.8542071419324
2002-10-01,Otago,3146.9342831890976
2002-11-01,Otago,3168.642664153928
2002-12-01,Otago,3198.0
2003-01-01,Otago,3235.593246768789
2003-02-01,Otago,3280.27458481278
2003-03-01,Otago,3330.462500561815
2003-04-01,Otago,3384.575480446096
2003-05-01,Otago,3441.0320108958663
2003-06-01,Otago,3498.2505783409033
2003-07-01,Otago,3554.649669211447
2003-08-01,Otago,3608.6477699377288
2003-09-01,Otago,3658.6633669495395
2003-10-01,Otago,3703.114946677118
2003-11-01,Otago,3740.4209955506444
2003-12-01,Otago,3769.0
2004-01-01,Otago,3787.7458123993274
2004-02-01,Otago,3797.453748898442
2004-03-01,Otago,3799.394491591035
2004-04-01,Otago,3794.838722570888
2004-05-01,Otago,3785.0571239317087
2004-06-01,Otago,3771.320377767296
2004-07-01,Otago,3754.8991661713726
2004-08-01,Otago,3737.064171237629
2004-09-01,Otago,3719.086075059909
2004-10-01,Otago,3702.235559731907
2004-11-01,Otago,3687.7833073473294
2004-12-01,Otago,3677.0
2005-01-01,Otago,3670.846536041224
2005-02-01,Otago,3669.044678852775
2005-03-01,Otago,3671.0064080740435
2005-04-01,Otago,3676.143703344397
2005-05-01,Otago,3683.868544303241
2005-06-01,Otago,3693.592910589911
2005-07-01,Otago,3704.7287818438062
2005-08-01,Otago,3716.688137704339
2005-09-01,Otago,3728.882957810823
2005-10-01,Otago,3740.7252218026706
2005-11-01,Otago,3751.6269093192905
2005-12-01,Otago,3761.0
2006-01-01,Otago,3768.4126036209573
2006-02-01,Otago,3774.0573505052803
2006-03-01,Otago,3778.2830011127903
2006-04-01,Otago,3781.438315903355
2006-05-01,Otago,3783.872055336832
2006-06-01,Otago,3785.9329798730587
2006-07-01,Otago,3787.969849971893
2006-08-01,Otago,3790.331426093193
2006-09-01,Otago,3793.3664686967973
2006-10-01,Otago,3797.4237382425626
2006-11-01,Otago,3802.8519951903563
2006-12-01,Otago,3810.0
2007-01-01,Otago,3819.0991142897333
2007-02-01,Otago,3829.9111043113166
2007-03-01,Otago,3842.0803374747948
2007-04-01,Otago,3855.251181190301
2007-05-01,Otago,3869.0680028679776
2007-06-01,Otago,3883.175169917854
2007-07-01,Otago,3897.217049750072
2007-08-01,Otago,3910.8380097747736
2007-09-01,Otago,3923.6824174019866
2007-10-01,Otago,3935.394640041856
2007-11-01,Otago,3945.6190451045104
2007-12-01,Otago,3954.0
2008-01-01,Otago,3960.3263558867297
2008-02-01,Otago,3964.9648989161715
2008-03-01,Otago,3968.4268989880306
2008-04-01,Otago,3971.2236260020536
2008-05-01,Otago,3973.866349857979
2008-06-01,Otago,3976.8663404555246
2008-07-01,Otago,3980.7348676944284
2008-08-01,Otago,3985.9832014744375
2008-09-01,Otago,3993.122611695256
2008-10-01,Otago,4002.6643682566273
2008-11-01,Otago,4015.119741058321
2008-12-01,Otago,4031.0
2009-01-01,Otago,4050.5769436447804
2009-02-01,Otago,4073.164485209231
2009-03-01,Otago,4097.837066573084
2009-04-01,Otago,4123.669129616254
2009-05-01,Otago,4149.735116218671
2009-06-01,Otago,4175.109468260048
2009-07-01,Otago,4198.866627620314
2009-08-01,Otago,4220.081036179382
2009-09-01,Otago,4237.827135816988
2009-10-01,Otago,4251.179368413056
2009-11-01,Otago,4259.212175847456
2009-12-01,Otago,4261.0
2010-01-01,Otago,4255.91853157111
2010-02-01,Otago,4244.548456543279
2010-03-01,Otago,4227.7717097196355
2010-04-01,Otago,4206.470225903225
2010-05-01,Otago,4181.525939897038
2010-06-01,Otago,4153.820786504283
2010-07-01,Otago,4124.23670052796
2010-08-01,Otago,4093.65561677105
2010-09-01,Otago,4062.9594700367893
2010-10-01,Otago,4033.0301951281613
2010-11-01,Otago,4004.749726848157
2010-12-01,Otago,3979.0
2011-01-01,Otago,3956.3918698856246
2011-02-01,Otago,3936.4518738027928
2011-03-01,Otago,3918.435469548374
2011-04-01,Otago,3901.598114919071
2011-05-01,Otago,3885.195267711603
2011-06-01,Otago,3868.482385722818
2011-07-01,Otago,3850.7149267494347
2011-08-01,Otago,3831.1483485881577
2011-09-01,Otago,3809.0381090358537
2011-10-01,Otago,3783.639665889235
2011-11-01,Otago,3754.208476944977
2011-12-01,Otago,3720.0
2012-01-01,Otago,3680.538294442069
2012-02-01,Otago,3636.4218260232037
2012-03-01,Otago,3588.517662086869
2012-04-01,Otago,3537.6928699761743
2012-05-01,Otago,3484.814517034194
2012-06-01,Otago,3430.749670604443
2012-07-01,Otago,3376.3653980300014
2012-08-01,Otago,3322.528766653946
2012-09-01,Otago,3270.1068438197954
2012-10-01,Otago,3219.9666968706247
2012-11-01,Otago,3172.975393149532
2012-12-01,Otago,3130.0
2013-01-01,Otago,3091.6673366055634
2013-02-01,Otago,3057.6432295115856
2013-03-01,Otago,3027.3532571041487
2013-04-01,Otago,3000.2229977690527
2013-05-01,Otago,2975.678029892129
2013-06-01,Otago,2953.143931859409
2013-07-01,Otago,2932.046282056719
2013-08-01,Otago,2911.810658869902
2013-09-01,Otago,2891.8626406849644
2013-10-01,Otago,2871.627805887747
2013-11-01,Otago,2850.5317328640886
2013-12-01,Otago,2828.0
2014-01-01,Otago,2803.6274285803156
2014-02-01,Otago,2777.685811485827
2014-03-01,Otago,2750.6161844965345
2014-04-01,Otago,2722.8595833922273
2014-05-01,Otago,2694.8570439526857
2014-06-01,Otago,2667.0496019579214
2014-07-01,Otago,2639.8782931877154
2014-08-01,Otago,2613.784153421858
2014-09-01,Otago,2589.208218440347
2014-10-01,Otago,2566.5915240229697
2014-11-01,Otago,2546.3751059495307
2014-12-01,Otago,2529.0
2015-01-01,Otago,2514.7627638881263
2015-02-01,Otago,2503.38204306349
2015-03-01,Otago,2494.432004909713
2015-04-01,Otago,2487.4868168103185
2015-05-01,Otago,2482.1206461488546
2015-06-01,Otago,2477.9076603089065
2015-07-01,Otago,2474.4220266740176
2015-08-01,Otago,2471.2379126277397
2015-09-01,Otago,2467.9294855536464
2015-10-01,Otago,2464.0709128352896
2015-11-01,Otago,2459.2363618562126
2015-12-01,Otago,2453.0
2016-01-01,Otago,2445.069779756147
2016-02-01,Otago,2435.68879403792
2016-03-01,Otago,2425.233920864613
2016-04-01,Otago,2414.0820382554443
2016-05-01,Otago,2402.610024229622
2016-06-01,Otago,2391.194756806453
2016-07-01,Otago,2380.213114005147
2016-08-01,Otago,2370.041973844919
2016-09-01,Otago,2361.058214345066
2016-10-01,Otago,2353.6387135248024
2016-11-01,Otago,2348.1603494033566
2016-12-01,Otago,2345.0
2017-01-01,Otago,2344.4164504206624
2017-02-01,Otago,2346.19611411812
2017-03-01,Otago,2350.0073116318345
2017-04-01,Otago,2355.51836350128
2017-05-01,Otago,2362.397590265951
2017-06-01,Otago,2370.313312465282
2017-07-01,Otago,2378.933850638762
2017-08-01,Otago,2387.9275253258897
2017-09-01,Otago,2396.9626570660885
2017-10-01,Otago,2405.7075663988544
2017-11-01,Otago,2413.8305738636823
2017-12-01,Otago,2421.0
2018-01-01,Otago,2426.925876894536
2018-02-01,Otago,2431.485082822938
2018-03-01,Otago,2434.59620760805
2018-04-01,Otago,2436.1778410727557
2018-05-01,Otago,2436.1485730399227
2018-06-01,Otago,2434.42699333242
2018-07-01,Otago,2430.9316917731194
2018-08-01,Otago,2425.5812581848736
2018-09-01,Otago,2418.2942823905805
2018-10-01,Otago,2408.9893542130976
2018-11-01,Otago,2397.58506347526
2018-12-01,Otago,2384.0
2019-01-01,Otago,2368.222055890077
2019-02-01,Otago,2350.5163323679058
2019-03-01,Otago,2331.2172329359664
2019-04-01,Otago,2310.6591610965966
2019-05-01,Otago,2289.17652035212
2019-06-01,Otago,2267.1037142050377
2019-07-01,Otago,2244.7751461576763
2019-08-01,Otago,2222.5252197123586
2019-09-01,Otago,2200.6883383715904
2019-10-01,Otago,2179.5989056376934
2019-11-01,Otago,2159.591325012999
2019-12-01,Otago,2141.0
2020-01-01,Otago,2124.0690013970775
2020-02-01,Otago,2108.6810691868427
2020-03-01,Otago,2094.6286106480848
2020-04-01,Otago,2081.7040330594646
2020-05-01,Otago,2069.699743699656
2020-06-01,Otago,2058.408149847429
2020-07-01,Otago,2047.621658781455
2020-08-01,Otago,2037.1326777804109
2020-09-01,Otago,2026.7336141230585
2020-10-01,Otago,2016.2168750880742
2020-11-01,Otago,2005.3748679541336
2020-12-01,Otago,1994.0
2021-01-01,Otago,1981.937702410587
2021-02-01,Otago,1969.245501995752
2021-03-01,Otago,1956.0339494716945
2021-04-01,Otago,1942.4135955545112
2021-05-01,Otago,1928.494990960293
2021-06-01,Otago,1914.3886864052467
2021-07-01,Otago,1900.2052326054645
2021-08-01,Otago,1886.0551802770383
2021-09-01,Otago,1872.0490801361752
2021-10-01,Otago,1858.297482898967
2021-11-01,Otago,1844.9109392815074
2021-12-01,Otago,1832.0
2022-01-01,Otago,1819.6732445162004
2022-02-01,Otago,1808.0313672745224
2022-03-01,Otago,1797.1730914651362
2022-04-01,Otago,1787.1971402781166
2022-05-01,Otago,1778.2022369035471
2022-06-01,Otago,1770.2871045315844
2022-07-01,Otago,1763.5504663523093
2022-08-01,Otago,1758.0910455558155
2022-09-01,Otago,1754.0075653322401
2022-10-01,Otago,1751.398748871674
2022-11-01,Otago,1750.363319364223
2022-12-01,Otago,1751.0
2023-01-01,Otago,1753.4075139691074
2023-02-01,Otago,1757.6845844616657
2023-03-01,Otago,1763.9299346677597
2023-04-01,Otago,1772.242287777505
2023-05-01,Otago,1782.7203669810401
2023-06-01,Otago,1795.4628954684156
2023-07-01,Otago,1810.5685964297634
2023-08-01,Otago,1828.1361930552423
2023-09-01,Otago,1848.2644085348636
2023-10-01,Otago,1871.0519660587786
2023-11-01,Otago,1896.5975888171681
2023-12-01,Otago,1925.0
2024-01-01,Otago,1956.3579227974467
2024-02-01,Otago,1990.770080399714
2024-03-01,Otago,2028.335195996721
2024-04-01,Otago,2069.151992778664
2024-05-01,Otago,2113.3191939357757
2024-06-01,Otago,2160.935522657922
2024-07-01,Otago,2212.0997021353264
2024-08-01,Otago,2266.91045555825
2024-09-01,Otago,2325.4665061165
2024-10-01,Otago,2387.86657700033
2024-11-01,Otago,2454.209391400032
2024-12-01,Otago,2524.593672505351
2025-01-01,Otago,2599.118143506571
1981-01-01,Canterbury,22420.54956923238
1981-02-01,Canterbury,23254.967849874913
1981-03-01,Canterbury,23821.60516108799
1981-04-01,Canterbury,24139.811822039177
1981-05-01,Canterbury,24228.93815189331
1981-06-01,Canterbury,24108.33446981485
1981-07-01,Canterbury,23797.351094969246
1981-08-01,Canterbury,23315.338346519864
1981-09-01,Canterbury,22681.646543634284
1981-10-01,Canterbury,21915.626005476304
1981-11-01,Canterbury,21036.6270512083
1981-12-01,Canterbury,20064.0
1982-01-01,Canterbury,19017.09517101406
1982-02-01,Canterbury,17915.262883412317
1982-03-01,Canterbury,16777.85345636572
1982-04-01,Canterbury,15624.217209036231
1982-05-01,Canterbury,14473.704460585635
1982-06-01,Canterbury,13345.665530185152
1982-07-01,Canterbury,12259.450736996525
1982-08-01,Canterbury,11234.410400181967
1982-09-01,Canterbury,10289.894838912005
1982-10-01,Canterbury,9445.25437234866
1982-11-01,Canterbury,8719.839319655022
1982-12-01,Canterbury,8133.0
1983-01-01,Canterbury,7697.991043011034
1983-02-01,Canterbury,7403.684320175868
1983-03-01,Canterbury,7232.856013449132
1983-04-01,Canterbury,7168.282304782899
1983-05-01,Canterbury,7192.739376130407
1983-06-01,Canterbury,7289.003409444548
1983-07-01,Canterbury,7439.850586678338
1983-08-01,Canterbury,7628.057089785386
1983-09-01,Canterbury,7836.399100717693
1983-10-01,Canterbury,8047.652801428789
1983-11-01,Canterbury,8244.594373872244
1983-12-01,Canterbury,8410.0
1984-01-01,Canterbury,8530.518203240305
1984-02-01,Canterbury,8608.286872919447
1984-03-01,Canterbury,8649.31623983776
1984-04-01,Canterbury,8659.616534796254
1984-05-01,Canterbury,8645.197988595608
1984-06-01,Canterbury,8612.070832036656
1984-07-01,Canterbury,8566.245295920135
1984-08-01,Canterbury,8513.731611046645
