Time Frame,Location Id,Location,Median Rent,Crime
2000/11/1,14,Otago,150,3005.202995
2000/11/1,15,Southland,100,2308.501446
2000/11/1,17,Nelson,180,3043.612783
2000/12/1,1,Northland,150,3711
2000/12/1,2,Auckland,250,8248
2000/12/1,3,Waikato,170,5316
2000/12/1,4,Bay of Plenty,175,4298
2000/12/1,5,Gisborne,150,5173
2000/12/1,7,Taranaki,140,3592
2000/12/1,8,Manawatu-Whanganui,145,3403
2000/12/1,9,Wellington,220,3435
2000/12/1,12,West Coast,120,3040
2000/12/1,13,Canterbury,175,6741
2000/12/1,14,Otago,150,3006
2000/12/1,15,Southland,110,2300
2000/12/1,17,Nelson,175,3040
2001/1/1,1,Northland,160,3733.853576
2001/1/1,2,Auckland,250,8227.622004
2001/1/1,3,Waikato,170,5325.554294
2001/1/1,4,Bay of Plenty,175,4276.996445
2001/1/1,5,Gisborne,145,5195.964027
2001/1/1,7,Taranaki,135,3567.377836
2001/1/1,8,Manawatu-Whanganui,150,3411.080597
2001/1/1,9,Wellington,230,3438.137846
2001/1/1,12,West Coast,120,3035.727252
2001/1/1,13,Canterbury,180,6734.359532
2001/1/1,14,Otago,190,3010.304984
2001/1/1,15,Southland,110,2297.098433
2001/1/1,17,Nelson,180,3035.727252
2001/2/1,1,Northland,160,3757.778679
2001/2/1,2,Auckland,250,8207.76265
2001/2/1,3,Waikato,165,5338.772234
2001/2/1,4,Bay of Plenty,175,4261.775104
2001/2/1,5,Gisborne,150,5211.071487
2001/2/1,7,Taranaki,133,3545.960807
2001/2/1,8,Manawatu-Whanganui,150,3419.95517
2001/2/1,9,Wellington,230,3438.468434
2001/2/1,12,West Coast,118,3030.848613
2001/2/1,13,Canterbury,180,6731.627478
2001/2/1,14,Otago,155,3017.65136
2001/2/1,15,Southland,100,2299.329192
2001/2/1,17,Nelson,177,3030.848613
2001/3/1,1,Northland,160,3782.043654
2001/3/1,2,Auckland,250,8188.071052
2001/3/1,3,Waikato,165,5354.80631
2001/3/1,4,Bay of Plenty,175,4252.310599
2001/3/1,5,Gisborne,148,5219.422219
2001/3/1,7,Taranaki,140,3527.571309
2001/3/1,8,Manawatu-Whanganui,140,3429.544766
2001/3/1,9,Wellington,220,3436.337786
2001/3/1,12,West Coast,110,3025.428908
2001/3/1,13,Canterbury,175,6732.102612
2001/3/1,14,Otago,150,3027.43735
2001/3/1,15,Southland,110,2305.951757
2001/3/1,17,Nelson,180,3025.428908
2001/4/1,1,Northland,165,3805.91685
2001/4/1,2,Auckland,250,8168.196329
2001/4/1,3,Waikato,165,5372.809011
2001/4/1,4,Bay of Plenty,180,4248.577549
2001/4/1,5,Gisborne,150,5222.116067
2001/4/1,7,Taranaki,140,3512.031737
2001/4/1,8,Manawatu-Whanganui,145,3439.770433
2001/4/1,9,Wellington,220,3432.091925
2001/4/1,12,West Coast,120,3019.532964
2001/4/1,13,Canterbury,175,6735.083708
2001/4/1,14,Otago,150,3039.061171
2001/4/1,15,Southland,112,2316.225604
2001/4/1,17,Nelson,185,3019.532964
2001/5/1,1,Northland,155,3828.666614
2001/5/1,2,Auckland,250,8147.787596
2001/5/1,3,Waikato,160,5391.932829
2001/5/1,4,Bay of Plenty,175,4250.550574
2001/5/1,5,Gisborne,150,5220.252871
2001/5/1,7,Taranaki,150,3499.164488
2001/5/1,8,Manawatu-Whanganui,140,3450.553218
2001/5/1,9,Wellington,220,3426.076871
2001/5/1,12,West Coast,120,3013.225607
2001/5/1,13,Canterbury,175,6739.86954
2001/5/1,14,Otago,160,3051.921043
2001/5/1,15,Southland,110,2329.410214
2001/5/1,17,Nelson,180,3013.225607
2001/6/1,1,Northland,160,3849.561292
2001/6/1,2,Auckland,250,8126.493971
2001/6/1,3,Waikato,160,5411.330254
2001/6/1,4,Bay of Plenty,175,4258.204296
2001/6/1,5,Gisborne,150,5214.932475
2001/6/1,7,Taranaki,140,3488.791957
2001/6/1,8,Manawatu-Whanganui,145,3461.814168
2001/6/1,9,Wellington,220,3418.638649
2001/6/1,12,West Coast,110,3006.571665
2001/6/1,13,Canterbury,170,6745.758883
2001/6/1,14,Otago,150,3065.415186
2001/6/1,15,Southland,110,2344.765064
2001/6/1,17,Nelson,185,3006.571665
2001/7/1,1,Northland,160,3867.869231
2001/7/1,2,Auckland,250,8103.964569
2001/7/1,3,Waikato,165,5430.153776
2001/7/1,4,Bay of Plenty,180,4271.513335
2001/7/1,5,Gisborne,145,5207.254718
2001/7/1,7,Taranaki,140,3480.736539
2001/7/1,8,Manawatu-Whanganui,140,3473.474331
2001/7/1,9,Wellington,220,3410.123279
2001/7/1,12,West Coast,120,2999.635964
2001/7/1,13,Canterbury,175,6752.050509
2001/7/1,14,Otago,150,3078.941819
2001/7/1,15,Southland,110,2361.549633
2001/7/1,17,Nelson,190,2999.635964
2001/8/1,1,Northland,160,3882.858779
2001/8/1,2,Auckland,250,8079.848508
2001/8/1,3,Waikato,165,5447.555885
2001/8/1,4,Bay of Plenty,175,4290.452312
2001/8/1,5,Gisborne,150,5198.319443
2001/8/1,7,Taranaki,140,3474.820631
2001/8/1,8,Manawatu-Whanganui,140,3485.454755
2001/8/1,9,Wellington,220,3400.876784
2001/8/1,12,West Coast,120,2992.48333
2001/8/1,13,Canterbury,175,6758.043194
2001/8/1,14,Otago,150,3091.89916
2001/8/1,15,Southland,110,2379.023398
2001/8/1,17,Nelson,180,2992.48333
2001/9/1,1,Northland,160,3893.798283
2001/9/1,2,Auckland,255,8053.794904
2001/9/1,3,Waikato,170,5462.689071
2001/9/1,4,Bay of Plenty,180,4314.995846
2001/9/1,5,Gisborne,150,5189.226493
2001/9/1,7,Taranaki,145,3470.866627
2001/9/1,8,Manawatu-Whanganui,145,3497.676486
2001/9/1,9,Wellington,220,3391.245187
2001/9/1,12,West Coast,110,2985.17859
2001/9/1,13,Canterbury,175,6763.035712
2001/9/1,14,Otago,150,3103.685429
2001/9/1,15,Southland,118,2396.445839
2001/9/1,17,Nelson,180,2985.17859
2001/10/1,1,Northland,160,3899.95609
2001/10/1,2,Auckland,255,8025.452874
2001/10/1,3,Waikato,160,5474.705826
2001/10/1,4,Bay of Plenty,175,4345.118558
2001/10/1,5,Gisborne,150,5181.075707
2001/10/1,7,Taranaki,140,3468.696923
2001/10/1,8,Manawatu-Whanganui,145,3510.060572
2001/10/1,9,Wellington,220,3381.574509
2001/10/1,12,West Coast,115,2977.786571
2001/10/1,13,Canterbury,180,6766.326836
2001/10/1,14,Otago,150,3113.698846
2001/10/1,15,Southland,110,2413.076434
2001/10/1,17,Nelson,190,2977.786571
2001/11/1,1,Northland,160,3900.600546
2001/11/1,2,Auckland,260,7994.471533
2001/11/1,3,Waikato,170,5482.758639
2001/11/1,4,Bay of Plenty,180,4380.79507
2001/11/1,5,Gisborne,150,5174.966929
2001/11/1,7,Taranaki,140,3468.133916
2001/11/1,8,Manawatu-Whanganui,160,3522.528061
2001/11/1,9,Wellington,225,3372.210772
2001/11/1,12,West Coast,115,2970.372099
2001/11/1,13,Canterbury,180,6767.215341
2001/11/1,14,Otago,150,3121.33763
2001/11/1,15,Southland,115,2428.174662
2001/11/1,17,Nelson,185,2970.372099
2001/12/1,1,Northland,160,3895
2001/12/1,2,Auckland,260,7960.5
2001/12/1,3,Waikato,175,5486
2001/12/1,4,Bay of Plenty,180,4422
2001/12/1,5,Gisborne,140,5172
2001/12/1,7,Taranaki,143,3469
2001/12/1,8,Manawatu-Whanganui,150,3535
2001/12/1,9,Wellington,220,3363.5
2001/12/1,12,West Coast,110,2963
2001/12/1,13,Canterbury,180,6765
2001/12/1,14,Otago,160,3126
2001/12/1,15,Southland,120,2441
2001/12/1,17,Nelson,200,2963
2002/1/1,1,Northland,160,3882.764024
2002/1/1,2,Auckland,265,7923.377271
2002/1/1,3,Waikato,175,5483.871689
2002/1/1,4,Bay of Plenty,180,4468.593712
2002/1/1,5,Gisborne,150,5173.060755
2002/1/1,7,Taranaki,140,3471.19673
2002/1/1,8,Manawatu-Whanganui,150,3547.366608
2002/1/1,9,Wellington,240,3355.694259
2002/1/1,12,West Coast,130,2955.741215
2002/1/1,13,Canterbury,190,6759.186145
2002/1/1,14,Otago,207,3127.35458
2002/1/1,15,Southland,120,2451.071147
2002/1/1,17,Nelson,188,2955.741215
2002/2/1,1,Northland,160,3864.867095
2002/2/1,2,Auckland,260,7883.701871
2002/2/1,3,Waikato,165,5476.972637
2002/2/1,4,Bay of Plenty,175,4519.979537
2002/2/1,5,Gisborne,150,5178.179002
2002/2/1,7,Taranaki,145,3474.942293
2002/2/1,8,Manawatu-Whanganui,150,3559.394789
2002/2/1,9,Wellington,220,3348.669797
2002/2/1,12,West Coast,120,2948.691134
2002/2/1,13,Canterbury,190,6750.105334
2002/2/1,14,Otago,165,3126.151616
2002/2/1,15,Southland,120,2458.943678
2002/2/1,17,Nelson,190,2948.691134
2002/3/1,1,Northland,160,3842.624915
2002/3/1,2,Auckland,270,7842.262204
2002/3/1,3,Waikato,170,5466.191066
2002/3/1,4,Bay of Plenty,180,4575.446547
2002/3/1,5,Gisborne,150,5187.170544
2002/3/1,7,Taranaki,140,3480.534037
2002/3/1,8,Manawatu-Whanganui,145,3570.820621
2002/3/1,9,Wellington,220,3342.208908
2002/3/1,12,West Coast,120,2941.951261
2002/3/1,13,Canterbury,180,6738.295683
2002/3/1,14,Otago,165,3123.411756
2002/3/1,15,Southland,120,2465.432388
2002/3/1,17,Nelson,200,2941.951261
2002/4/1,1,Northland,160,3817.353188
2002/4/1,2,Auckland,270,7799.846675
2002/4/1,3,Waikato,170,5452.415196
2002/4/1,4,Bay of Plenty,180,4634.283816
2002/4/1,5,Gisborne,145,5199.851182
2002/4/1,7,Taranaki,140,3488.269307
2002/4/1,8,Manawatu-Whanganui,150,3581.38018
2002/4/1,9,Wellington,230,3336.093883
2002/4/1,12,West Coast,125,2935.623102
2002/4/1,13,Canterbury,185,6724.295306
2002/4/1,14,Otago,165,3120.155652
2002/4/1,15,Southland,130,2471.352072
2002/4/1,17,Nelson,200,2935.623102
2002/5/1,1,Northland,160,3790.367617
2002/5/1,2,Auckland,270,7757.243689
2002/5/1,3,Waikato,170,5436.533249
2002/5/1,4,Bay of Plenty,180,4695.780415
2002/5/1,5,Gisborne,145,5216.036719
2002/5/1,7,Taranaki,140,3498.44545
2002/5/1,8,Manawatu-Whanganui,150,3590.809542
2002/5/1,9,Wellington,230,3330.107017
2002/5/1,12,West Coast,120,2929.80816
2002/5/1,13,Canterbury,185,6708.642319
2002/5/1,14,Otago,165,3117.403953
2002/5/1,15,Southland,130,2477.517525
2002/5/1,17,Nelson,200,2929.80816
2002/6/1,1,Northland,165,3762.983903
2002/6/1,2,Auckland,280,7715.241651
2002/6/1,3,Waikato,175,5419.433445
2002/6/1,4,Bay of Plenty,180,4759.225419
2002/6/1,5,Gisborne,145,5235.542957
2002/6/1,7,Taranaki,140,3511.359813
2002/6/1,8,Manawatu-Whanganui,150,3598.844784
2002/6/1,9,Wellington,225,3324.030602
2002/6/1,12,West Coast,130,2924.607939
2002/6/1,13,Canterbury,190,6691.874837
2002/6/1,14,Otago,160,3116.177309
2002/6/1,15,Southland,135,2484.743542
2002/6/1,17,Nelson,200,2924.607939
2002/7/1,1,Northland,160,3736.517751
2002/7/1,2,Auckland,280,7674.628966
2002/7/1,3,Waikato,165,5402.004005
2002/7/1,4,Bay of Plenty,180,4823.907899
2002/7/1,5,Gisborne,150,5258.185696
2002/7/1,7,Taranaki,150,3527.309742
2002/7/1,8,Manawatu-Whanganui,145,3605.221983
2002/7/1,9,Wellington,230,3317.646932
2002/7/1,12,West Coast,120,2920.123944
2002/7/1,13,Canterbury,190,6674.530974
2002/7/1,14,Otago,160,3117.49637
2002/7/1,15,Southland,130,2493.844917
2002/7/1,17,Nelson,200,2920.123944
2002/8/1,1,Northland,160,3712.284862
2002/8/1,2,Auckland,280,7636.194038
2002/8/1,3,Waikato,170,5385.13315
2002/8/1,4,Bay of Plenty,180,4889.116929
2002/8/1,5,Gisborne,150,5283.78074
2002/8/1,7,Taranaki,150,3546.592583
2002/8/1,8,Manawatu-Whanganui,150,3609.677214
2002/8/1,9,Wellington,230,3310.738299
2002/8/1,12,West Coast,120,2916.457679
2002/8/1,13,Canterbury,180,6657.148848
2002/8/1,14,Otago,160,3122.381786
2002/8/1,15,Southland,130,2505.636447
2002/8/1,17,Nelson,210,2916.457679
2002/9/1,1,Northland,160,3691.60094
2002/9/1,2,Auckland,280,7600.725272
2002/9/1,3,Waikato,175,5369.709101
2002/9/1,4,Bay of Plenty,180,4954.141581
2002/9/1,5,Gisborne,150,5312.143891
2002/9/1,7,Taranaki,150,3569.505683
2002/9/1,8,Manawatu-Whanganui,150,3611.946555
2002/9/1,9,Wellington,220,3303.086996
2002/9/1,12,West Coast,120,2913.710647
2002/9/1,13,Canterbury,190,6640.266572
2002/9/1,14,Otago,170,3131.854207
2002/9/1,15,Southland,138,2520.932925
2002/9/1,17,Nelson,200,2913.710647
2002/10/1,1,Northland,160,3675.781687
2002/10/1,2,Auckland,280,7569.011074
2002/10/1,3,Waikato,175,5356.620079
2002/10/1,4,Bay of Plenty,185,5018.270928
2002/10/1,5,Gisborne,150,5343.09095
2002/10/1,7,Taranaki,148,3596.346388
2002/10/1,8,Manawatu-Whanganui,145,3611.766082
2002/10/1,9,Wellington,225,3294.475317
2002/10/1,12,West Coast,120,2911.984354
2002/10/1,13,Canterbury,190,6624.422262
2002/10/1,14,Otago,170,3146.934283
2002/10/1,15,Southland,140,2540.549146
2002/10/1,17,Nelson,200,2911.984354
2002/11/1,1,Northland,165,3666.142806
2002/11/1,2,Auckland,290,7541.839849
2002/11/1,3,Waikato,180,5346.754305
2002/11/1,4,Bay of Plenty,180,5080.794044
2002/11/1,5,Gisborne,150,5376.437719
2002/11/1,7,Taranaki,150,3627.412045
2002/11/1,8,Manawatu-Whanganui,160,3608.871871
2002/11/1,9,Wellington,235,3284.685554
2002/11/1,12,West Coast,128,2911.380304
2002/11/1,13,Canterbury,200,6610.154033
2002/11/1,14,Otago,175,3168.642664
2002/11/1,15,Southland,130,2565.299906
2002/11/1,17,Nelson,213,2911.380304
2002/12/1,1,Northland,165,3664
2002/12/1,2,Auckland,290,7520
2002/12/1,3,Waikato,185,5341
2002/12/1,4,Bay of Plenty,190,5141
2002/12/1,5,Gisborne,150,5412
2002/12/1,7,Taranaki,160,3663
2002/12/1,8,Manawatu-Whanganui,160,3603
2002/12/1,9,Wellington,235,3273.5
2002/12/1,12,West Coast,120,2912
2002/12/1,13,Canterbury,195,6598
2002/12/1,14,Otago,170,3198
2002/12/1,15,Southland,130,2596
2002/12/1,17,Nelson,220,2912
2003/1/1,1,Northland,165,3670.250629
2003/1/1,2,Auckland,300,7504.126722
2003/1/1,3,Waikato,185,5340.059646
2003/1/1,4,Bay of Plenty,185,5198.225928
2003/1/1,5,Gisborne,150,5449.504759
2003/1/1,7,Taranaki,180,3703.188254
2003/1/1,8,Manawatu-Whanganui,160,3594.062347
2003/1/1,9,Wellington,240,3260.809365
2003/1/1,12,West Coast,125,2913.932311
2003/1/1,13,Canterbury,210,6588.441605
2003/1/1,14,Otago,230,3235.593247
2003/1/1,15,Southland,130,2633.104827
2003/1/1,17,Nelson,220,2913.932311
2003/2/1,1,Northland,170,3684.118683
2003/2/1,2,Auckland,300,7494.242366
2003/2/1,3,Waikato,180,5343.892775
2003/2/1,4,Bay of Plenty,190,5252.001192
2003/2/1,5,Gisborne,150,5488.323616
2003/2/1,7,Taranaki,160,3747.177428
2003/2/1,8,Manawatu-Whanganui,160,3582.674007
2003/2/1,9,Wellington,240,3246.938025
2003/2/1,12,West Coast,130,2917.215556
2003/2/1,13,Canterbury,210,6581.733592
2003/2/1,14,Otago,180,3280.274585
2003/2/1,15,Southland,143,2675.632208
2003/2/1,17,Nelson,220,2917.215556
2003/3/1,1,Northland,170,3704.40981
2003/3/1,2,Auckland,300,7490.216068
2003/3/1,3,Waikato,180,5352.273178
2003/3/1,4,Bay of Plenty,190,5301.903212
2003/3/1,5,Gisborne,155,5527.739355
2003/3/1,7,Taranaki,160,3793.948794
2003/3/1,8,Manawatu-Whanganui,150,3569.625875
2003/3/1,9,Wellington,240,3232.31877
2003/3/1,12,West Coast,130,2921.875422
2003/3/1,13,Canterbury,200,6578.074031
2003/3/1,14,Otago,180,3330.462501
2003/3/1,15,Southland,150,2722.240567
2003/3/1,17,Nelson,225,2921.875422
2003/4/1,1,Northland,170,3729.929656
2003/4/1,2,Auckland,300,7491.91697
2003/4/1,3,Waikato,180,5364.97465
2003/4/1,4,Bay of Plenty,195,5347.50941
2003/4/1,5,Gisborne,150,5567.034759
2003/4/1,7,Taranaki,163,3842.483627
2003/4/1,8,Manawatu-Whanganui,150,3555.708848
2003/4/1,9,Wellington,243,3217.384394
2003/4/1,12,West Coast,140,2927.937591
2003/4/1,13,Canterbury,210,6577.660994
2003/4/1,14,Otago,180,3384.57548
2003/4/1,15,Southland,150,2771.58833
2003/4/1,17,Nelson,225,2927.937591
2003/5/1,1,Northland,170,3759.483868
2003/5/1,2,Auckland,300,7499.214209
2003/5/1,3,Waikato,180,5381.770982
2003/5/1,4,Bay of Plenty,193,5388.397209
2003/5/1,5,Gisborne,155,5605.492613
2003/5/1,7,Taranaki,160,3891.763201
2003/5/1,8,Manawatu-Whanganui,150,3541.713823
2003/5/1,9,Wellington,235,3202.567687
2003/5/1,12,West Coast,130,2935.427748
2003/5/1,13,Canterbury,210,6580.69255
2003/5/1,14,Otago,195,3441.032011
2003/5/1,15,Southland,150,2822.333923
2003/5/1,17,Nelson,220,2935.427748
2003/6/1,1,Northland,170,3791.878095
2003/6/1,2,Auckland,300,7511.976925
2003/6/1,3,Waikato,185,5402.435968
2003/6/1,4,Bay of Plenty,190,5424.144028
2003/6/1,5,Gisborne,160,5642.395699
2003/6/1,7,Taranaki,160,3940.768791
2003/6/1,8,Manawatu-Whanganui,150,3528.431696
2003/6/1,9,Wellington,230,3188.301442
2003/6/1,12,West Coast,130,2944.371578
2003/6/1,13,Canterbury,210,6587.366771
2003/6/1,14,Otago,180,3498.250578
2003/6/1,15,Southland,145,2873.135769
2003/6/1,17,Nelson,230,2944.371578
2003/7/1,1,Northland,170,3825.917983
2003/7/1,2,Auckland,300,7530.074256
2003/7/1,3,Waikato,185,5426.743399
2003/7/1,4,Bay of Plenty,200,5454.327291
2003/7/1,5,Gisborne,160,5677.026802
2003/7/1,7,Taranaki,170,3988.48167
2003/7/1,8,Manawatu-Whanganui,150,3516.653363
2003/7/1,9,Wellington,230,3175.018449
2003/7/1,12,West Coast,140,2954.794765
2003/7/1,13,Canterbury,210,6597.881727
2003/7/1,14,Otago,180,3554.649669
2003/7/1,15,Southland,150,2922.652296
2003/7/1,17,Nelson,230,2954.794765
2003/8/1,1,Northland,175,3860.40918
2003/8/1,2,Auckland,300,7553.375341
2003/8/1,3,Waikato,180,5454.46707
2003/8/1,4,Bay of Plenty,200,5478.524418
2003/8/1,5,Gisborne,160,5708.668706
2003/8/1,7,Taranaki,160,4033.883113
2003/8/1,8,Manawatu-Whanganui,150,3507.169722
2003/8/1,9,Wellington,240,3163.151502
2003/8/1,12,West Coast,130,2966.722992
2003/8/1,13,Canterbury,215,6612.435489
2003/8/1,14,Otago,185,3608.64777
2003/8/1,15,Southland,150,2969.541926
2003/8/1,17,Nelson,220,2966.722992
2003/9/1,1,Northland,180,3894.157333
2003/9/1,2,Auckland,300,7581.749319
2003/9/1,3,Waikato,185,5485.380773
2003/9/1,4,Bay of Plenty,200,5496.312831
2003/9/1,5,Gisborne,158,5736.604194
2003/9/1,7,Taranaki,160,4075.954393
2003/9/1,8,Manawatu-Whanganui,150,3500.771669
2003/9/1,9,Wellington,240,3153.133392
2003/9/1,12,West Coast,130,2980.181946
2003/9/1,13,Canterbury,210,6631.226126
2003/9/1,14,Otago,200,3658.663367
2003/9/1,15,Southland,150,3012.463087
2003/9/1,17,Nelson,225,2980.181946
2003/10/1,1,Northland,175,3925.968089
2003/10/1,2,Auckland,300,7615.065329
2003/10/1,3,Waikato,195,5519.2583
2003/10/1,4,Bay of Plenty,200,5507.269951
2003/10/1,5,Gisborne,163,5760.116049
2003/10/1,7,Taranaki,165,4113.676785
2003/10/1,8,Manawatu-Whanganui,160,3498.2501
2003/10/1,9,Wellington,235,3145.39691
2003/10/1,12,West Coast,140,2995.197308
2003/10/1,13,Canterbury,220,6654.45171
2003/10/1,14,Otago,210,3703.114947
2003/10/1,15,Southland,150,3050.074203
2003/10/1,17,Nelson,230,2995.197308
2003/11/1,1,Northland,180,3954.647096
2003/11/1,2,Auckland,300,7653.192509
2003/11/1,3,Waikato,190,5555.873445
2003/11/1,4,Bay of Plenty,205,5510.9732
2003/11/1,5,Gisborne,165,5778.487057
2003/11/1,7,Taranaki,165,4146.031562
2003/11/1,8,Manawatu-Whanganui,165,3500.395911
2003/11/1,9,Wellington,245,3140.374849
2003/11/1,12,West Coast,140,3011.794765
2003/11/1,13,Canterbury,220,6682.310311
2003/11/1,14,Otago,195,3740.420996
2003/11/1,15,Southland,160,3081.033699
2003/11/1,17,Nelson,233,3011.794765
2003/12/1,1,Northland,180,3979
2003/12/1,2,Auckland,300,7696
2003/12/1,3,Waikato,200,5595
2003/12/1,4,Bay of Plenty,210,5507
2003/12/1,5,Gisborne,160,5791
2003/12/1,7,Taranaki,180,4172
2003/12/1,8,Manawatu-Whanganui,160,3508
2003/12/1,9,Wellington,240,3138.5
2003/12/1,12,West Coast,143,3030
2003/12/1,13,Canterbury,220,6715
2003/12/1,14,Otago,200,3769
2003/12/1,15,Southland,150,3104
2003/12/1,17,Nelson,235,3030
2004/1/1,1,Northland,175,3998.113668
2004/1/1,2,Auckland,320,7743.191939
2004/1/1,3,Waikato,200,5636.296556
2004/1/1,4,Bay of Plenty,210,5495.150144
2004/1/1,5,Gisborne,165,5797.145903
2004/1/1,7,Taranaki,160,4190.843076
2004/1/1,8,Manawatu-Whanganui,165,3521.584234
2004/1/1,9,Wellington,260,3140.041081
2004/1/1,12,West Coast,145,3049.773756
2004/1/1,13,Canterbury,235,6752.49651
2004/1/1,14,Otago,220,3787.745812
2004/1/1,15,Southland,150,3118.011281
2004/1/1,17,Nelson,240,3049.773756
2004/2/1,1,Northland,170,4012.199839
2004/2/1,2,Auckland,308,7793.812463
2004/2/1,3,Waikato,200,5678.960894
2004/2/1,4,Bay of Plenty,200,5476.112919
2004/2/1,5,Gisborne,163,5797.248755
2004/2/1,7,Taranaki,170,4202.940588
2004/2/1,8,Manawatu-Whanganui,160,3540.594369
2004/2/1,9,Wellington,240,3144.610511
2004/2/1,12,West Coast,150,3070.817011
2004/2/1,13,Canterbury,230,6793.886225
2004/2/1,14,Otago,200,3797.453749
2004/2/1,15,Southland,150,3123.624714
2004/2/1,17,Nelson,245,3070.817011
2004/3/1,1,Northland,175,4021.751471
2004/3/1,2,Auckland,310,7846.740709
2004/3/1,3,Waikato,200,5722.075597
2004/3/1,4,Bay of Plenty,200,5450.79998
2004/3/1,5,Gisborne,165,5791.840786
2004/3/1,7,Taranaki,163,4208.952037
2004/3/1,8,Manawatu-Whanganui,150,3564.207129
2004/3/1,9,Wellington,250,3151.656635
2004/3/1,12,West Coast,145,3092.765802
2004/3/1,13,Canterbury,230,6838.033193
2004/3/1,14,Otago,200,3799.394492
2004/3/1,15,Southland,150,3121.777219
2004/3/1,17,Nelson,240,3092.765802
2004/4/1,1,Northland,180,4027.261522
2004/4/1,2,Auckland,310,7900.855815
2004/4/1,3,Waikato,200,5764.723242
2004/4/1,4,Bay of Plenty,220,5420.122987
2004/4/1,5,Gisborne,165,5781.454225
2004/4/1,7,Taranaki,180,4209.536925
2004/4/1,8,Manawatu-Whanganui,160,3591.599243
2004/4/1,9,Wellington,240,3160.6278
2004/4/1,12,West Coast,155,3115.256164
2004/4/1,13,Canterbury,230,6883.801459
2004/4/1,14,Otago,200,3794.838723
2004/4/1,15,Southland,150,3113.405718
2004/4/1,17,Nelson,248,3115.256164
2004/5/1,1,Northland,180,4029.222951
2004/5/1,2,Auckland,300,7955.036916
2004/5/1,3,Waikato,200,5805.986412
2004/5/1,4,Bay of Plenty,220,5384.993597
2004/5/1,5,Gisborne,165,5766.621303
2004/5/1,7,Taranaki,170,4205.354753
2004/5/1,8,Manawatu-Whanganui,160,3621.947435
2004/5/1,9,Wellington,250,3170.97235
2004/5/1,12,West Coast,160,3137.924134
2004/5/1,13,Canterbury,230,6930.055072
2004/5/1,14,Otago,220,3785.057124
2004/5/1,15,Southland,150,3099.447132
2004/5/1,17,Nelson,225,3137.924134
2004/6/1,1,Northland,180,4028.128716
2004/6/1,2,Auckland,310,8008.16315
2004/6/1,3,Waikato,200,5844.947685
2004/6/1,4,Bay of Plenty,210,5346.323468
2004/6/1,5,Gisborne,170,5747.874247
2004/6/1,7,Taranaki,163,4197.065023
2004/6/1,8,Manawatu-Whanganui,160,3654.428433
2004/6/1,9,Wellington,240,3182.138631
2004/6/1,12,West Coast,150,3160.405748
2004/6/1,13,Canterbury,230,6975.658078
2004/6/1,14,Otago,220,3771.320378
2004/6/1,15,Southland,150,3080.838381
2004/6/1,17,Nelson,240,3160.405748
2004/7/1,1,Northland,185,4024.471774
2004/7/1,2,Auckland,310,8059.113653
2004/7/1,3,Waikato,200,5880.689643
2004/7/1,4,Bay of Plenty,215,5305.024257
2004/7/1,5,Gisborne,165,5725.745289
2004/7/1,7,Taranaki,180,4185.327235
2004/7/1,8,Manawatu-Whanganui,160,3688.218962
2004/7/1,9,Wellington,240,3193.574988
2004/7/1,12,West Coast,150,3182.337043
2004/7/1,13,Canterbury,235,7019.474524
2004/7/1,14,Otago,200,3754.899166
2004/7/1,15,Southland,160,3058.516387
2004/7/1,17,Nelson,230,3182.337043
2004/8/1,1,Northland,185,4018.745083
2004/8/1,2,Auckland,300,8106.767563
2004/8/1,3,Waikato,200,5912.294865
2004/8/1,4,Bay of Plenty,220,5262.007622
2004/8/1,5,Gisborne,180,5700.766659
2004/8/1,7,Taranaki,170,4170.800893
2004/8/1,8,Manawatu-Whanganui,160,3722.495749
2004/8/1,9,Wellington,250,3204.729766
2004/8/1,12,West Coast,150,3203.354055
2004/8/1,13,Canterbury,230,7060.368457
2004/8/1,14,Otago,200,3737.064171
2004/8/1,15,Southland,155,3033.41807
2004/8/1,17,Nelson,223,3203.354055
2004/9/1,1,Northland,185,4011.441603
2004/9/1,2,Auckland,300,8150.004016
2004/9/1,3,Waikato,200,5938.845931
2004/9/1,4,Bay of Plenty,210,5218.185222
2004/9/1,5,Gisborne,170,5673.470585
2004/9/1,7,Taranaki,175,4154.145497
2004/9/1,8,Manawatu-Whanganui,160,3756.43552
2004/9/1,9,Wellington,250,3215.051311
2004/9/1,12,West Coast,145,3223.092821
2004/9/1,13,Canterbury,230,7097.203925
2004/9/1,14,Otago,200,3719.086075
2004/9/1,15,Southland,150,3006.480352
2004/9/1,17,Nelson,230,3223.092821
2004/10/1,1,Northland,190,4003.05429
2004/10/1,2,Auckland,300,8187.702148
2004/10/1,3,Waikato,200,5959.425422
2004/10/1,4,Bay of Plenty,220,5174.468712
2004/10/1,5,Gisborne,175,5644.389297
2004/10/1,7,Taranaki,170,4136.020548
2004/10/1,8,Manawatu-Whanganui,170,3789.215001
2004/10/1,9,Wellington,250,3223.987968
2004/10/1,12,West Coast,150,3241.189376
2004/10/1,13,Canterbury,230,7128.844973
2004/10/1,14,Otago,220,3702.23556
2004/10/1,15,Southland,150,2978.640154
2004/10/1,17,Nelson,230,3241.189376
2004/11/1,1,Northland,190,3994.076103
2004/11/1,2,Auckland,300,8218.741097
2004/11/1,3,Waikato,210,5973.115919
2004/11/1,4,Bay of Plenty,220,5131.769753
