Time Frame,Location Id,Location,Median Rent,Crime
2008/12/1,1,Northland,260,5300
2008/12/1,2,Auckland,350,9890.5
2008/12/1,3,Waikato,270,6845
2008/12/1,4,Bay of Plenty,275,6512
2008/12/1,5,Gisborne,240,6019
2008/12/1,7,Taranaki,260,4630
2008/12/1,8,Manawatu-Whanganui,210,4450
2008/12/1,9,Wellington,325,3942
2008/12/1,12,West Coast,220,3739
2008/12/1,13,Canterbury,280,9661
2008/12/1,14,Otago,260,4031
2008/12/1,15,Southland,190,3180
2008/12/1,17,Nelson,300,3739
2009/1/1,1,Northland,250,5278.411887
2009/1/1,2,Auckland,355,9951.239109
2009/1/1,3,Waikato,280,6918.491944
2009/1/1,4,Bay of Plenty,270,6580.644579
2009/1/1,5,Gisborne,250,6058.469318
2009/1/1,7,Taranaki,253,4667.563924
2009/1/1,8,Manawatu-Whanganui,215,4455.797319
2009/1/1,9,Wellington,350,3971.984349
2009/1/1,12,West Coast,213,3756.381114
2009/1/1,13,Canterbury,295,9695.033321
2009/1/1,14,Otago,270,4050.576944
2009/1/1,15,Southland,185,3201.464302
2009/1/1,17,Nelson,295,3756.381114
2009/2/1,1,Northland,260,5241.121866
2009/2/1,2,Auckland,350,10009.57353
2009/2/1,3,Waikato,270,6990.750374
2009/2/1,4,Bay of Plenty,265,6644.23452
2009/2/1,5,Gisborne,235,6105.399776
2009/2/1,7,Taranaki,260,4702.744792
2009/2/1,8,Manawatu-Whanganui,200,4462.187035
2009/2/1,9,Wellington,340,4003.522992
2009/2/1,12,West Coast,220,3778.874263
2009/2/1,13,Canterbury,290,9722.025558
2009/2/1,14,Otago,255,4073.164485
2009/2/1,15,Southland,180,3227.804735
2009/2/1,17,Nelson,290,3778.874263
2009/3/1,1,Northland,260,5191.218042
2009/3/1,2,Auckland,350,10064.80708
2009/3/1,3,Waikato,265,7060.768509
2009/3/1,4,Bay of Plenty,270,6702.728328
2009/3/1,5,Gisborne,248,6157.786525
2009/3/1,7,Taranaki,268,4735.472217
2009/3/1,8,Manawatu-Whanganui,200,4469.084304
2009/3/1,9,Wellington,320,4035.623221
2009/3/1,12,West Coast,220,3805.461413
2009/3/1,13,Canterbury,275,9743.137219
2009/3/1,14,Otago,250,4097.837067
2009/3/1,15,Southland,180,3257.89677
2009/3/1,17,Nelson,295,3805.461413
2009/4/1,1,Northland,250,5131.788522
2009/4/1,2,Auckland,350,10116.24357
2009/4/1,3,Waikato,265,7127.539571
2009/4/1,4,Bay of Plenty,270,6756.084509
2009/4/1,5,Gisborne,240,6213.624713
2009/4/1,7,Taranaki,260,4765.67581
2009/4/1,8,Manawatu-Whanganui,205,4476.40428
2009/4/1,9,Wellington,320,4067.292329
2009/4/1,12,West Coast,198,3835.12453
2009/4/1,13,Canterbury,280,9759.528811
2009/4/1,14,Otago,250,4123.66913
2009/4/1,15,Southland,200,3290.615879
2009/4/1,17,Nelson,295,3835.12453
2009/5/1,1,Northland,260,5065.921411
2009/5/1,2,Auckland,360,10163.18684
2009/5/1,3,Waikato,270,7190.056782
2009/5/1,4,Bay of Plenty,270,6804.261567
2009/5/1,5,Gisborne,240,6270.909491
2009/5/1,7,Taranaki,260,4793.285182
2009/5/1,8,Manawatu-Whanganui,215,4484.062115
2009/5/1,9,Wellington,330,4097.537609
2009/5/1,12,West Coast,220,3866.845576
2009/5/1,13,Canterbury,270,9772.360842
2009/5/1,14,Otago,260,4149.735116
2009/5/1,15,Southland,190,3324.837534
2009/5/1,17,Nelson,295,3866.845576
2009/6/1,1,Northland,250,4996.704815
2009/6/1,2,Auckland,350,10204.94069
2009/6/1,3,Waikato,270,7247.313362
2009/6/1,4,Bay of Plenty,270,6847.218009
2009/6/1,5,Gisborne,250,6327.636008
2009/6/1,7,Taranaki,260,4818.229946
2009/6/1,8,Manawatu-Whanganui,220,4491.972965
2009/6/1,9,Wellington,330,4125.366355
2009/6/1,12,West Coast,230,3899.606518
2009/6/1,13,Canterbury,270,9782.79382
2009/6/1,14,Otago,260,4175.109468
2009/6/1,15,Southland,190,3359.437206
2009/6/1,17,Nelson,285,3899.606518
2009/7/1,1,Northland,260,4927.226841
2009/7/1,2,Auckland,350,10240.80895
2009/7/1,3,Waikato,265,7298.302534
2009/7/1,4,Bay of Plenty,275,6884.912338
2009/7/1,5,Gisborne,240,6381.799413
2009/7/1,7,Taranaki,260,4840.439713
2009/7/1,8,Manawatu-Whanganui,200,4500.051984
2009/7/1,9,Wellington,310,4149.785858
2009/7/1,12,West Coast,220,3932.38932
2009/7/1,13,Canterbury,275,9791.988253
2009/7/1,14,Otago,220,4198.866628
2009/7/1,15,Southland,185,3393.290366
2009/7/1,17,Nelson,290,3932.38932
2009/8/1,1,Northland,260,4860.575594
2009/8/1,2,Auckland,350,10270.09543
2009/8/1,3,Waikato,260,7342.017518
2009/8/1,4,Bay of Plenty,275,6917.303062
2009/8/1,5,Gisborne,240,6431.394856
2009/8/1,7,Taranaki,250,4859.844095
2009/8/1,8,Manawatu-Whanganui,210,4508.214326
2009/8/1,9,Wellington,315,4169.803413
2009/8/1,12,West Coast,218,3964.175947
2009/8/1,13,Canterbury,275,9801.104647
2009/8/1,14,Otago,250,4220.081036
2009/8/1,15,Southland,185,3425.272487
2009/8/1,17,Nelson,290,3964.175947
2009/9/1,1,Northland,260,4799.83918
2009/9/1,2,Auckland,350,10292.10396
2009/9/1,3,Waikato,260,7377.451535
2009/9/1,4,Bay of Plenty,270,6944.348684
2009/9/1,5,Gisborne,240,6474.417487
2009/9/1,7,Taranaki,250,4876.372702
2009/9/1,8,Manawatu-Whanganui,200,4516.375144
2009/9/1,9,Wellington,325,4184.426312
2009/9/1,12,West Coast,240,3993.948364
2009/9/1,13,Canterbury,270,9811.303512
2009/9/1,14,Otago,250,4237.827136
2009/9/1,15,Southland,190,3454.259039
2009/9/1,17,Nelson,300,3993.948364
2009/10/1,1,Northland,250,4748.105706
2009/10/1,2,Auckland,350,10306.13835
2009/10/1,3,Waikato,260,7403.597807
2009/10/1,4,Bay of Plenty,275,6966.007711
2009/10/1,5,Gisborne,250,6508.862455
2009/10/1,7,Taranaki,260,4889.955148
2009/10/1,8,Manawatu-Whanganui,200,4524.449593
2009/10/1,9,Wellington,330,4192.661847
2009/10/1,12,West Coast,220,4020.688535
2009/10/1,13,Canterbury,275,9823.745354
2009/10/1,14,Otago,250,4251.179368
2009/10/1,15,Southland,185,3479.125494
2009/10/1,17,Nelson,295,4020.688535
2009/11/1,1,Northland,250,4708.463278
2009/11/1,2,Auckland,353,10311.50242
2009/11/1,3,Waikato,270,7419.449555
2009/11/1,4,Bay of Plenty,275,6982.238648
2009/11/1,5,Gisborne,238,6532.724909
2009/11/1,7,Taranaki,260,4900.521043
2009/11/1,8,Manawatu-Whanganui,230,4532.352827
2009/11/1,9,Wellington,340,4193.517312
2009/11/1,12,West Coast,250,4043.378425
2009/11/1,13,Canterbury,280,9839.59068
2009/11/1,14,Otago,260,4259.212176
2009/11/1,15,Southland,190,3498.747324
2009/11/1,17,Nelson,290,4043.378425
2009/12/1,1,Northland,260,4684
2009/12/1,2,Auckland,350,10307.5
2009/12/1,3,Waikato,275,7424
2009/12/1,4,Bay of Plenty,280,6993
2009/12/1,5,Gisborne,240,6544
2009/12/1,7,Taranaki,260,4908
2009/12/1,8,Manawatu-Whanganui,225,4540
2009/12/1,9,Wellington,330,4186
2009/12/1,12,West Coast,215,4061
2009/12/1,13,Canterbury,280,9860
2009/12/1,14,Otago,280,4261
2009/12/1,15,Southland,200,3512
2009/12/1,17,Nelson,300,4061
2010/1/1,1,Northland,260,4676.877773
2010/1/1,2,Auckland,360,10293.73757
2010/1/1,3,Waikato,280,7416.654611
2010/1/1,4,Bay of Plenty,280,6998.250617
2010/1/1,5,Gisborne,245,6541.319033
2010/1/1,7,Taranaki,250,4912.338791
2010/1/1,8,Manawatu-Whanganui,220,4547.266388
2010/1/1,9,Wellington,360,4169.470288
2010/1/1,12,West Coast,250,4072.824827
2010/1/1,13,Canterbury,295,9885.471593
2010/1/1,14,Otago,270,4255.918532
2010/1/1,15,Southland,185,3518.06981
2010/1/1,17,Nelson,300,4072.824827
2010/2/1,1,Northland,250,4685.55367
2010/2/1,2,Auckland,350,10271.03235
2010/2/1,3,Waikato,275,7398.467848
2010/2/1,4,Bay of Plenty,275,6997.950727
2010/2/1,5,Gisborne,240,6525.857942
2010/2/1,7,Taranaki,250,4913.552836
2010/2/1,8,Manawatu-Whanganui,210,4553.867754
2010/2/1,9,Wellington,325,4144.70089
2010/2/1,12,West Coast,250,4079.282888
2010/2/1,13,Canterbury,285,9913.854833
2010/2/1,14,Otago,250,4244.548457
2010/2/1,15,Southland,190,3517.386306
2010/2/1,17,Nelson,310,4079.282888
2010/3/1,1,Northland,250,4707.558556
2010/3/1,2,Auckland,360,10240.50421
2010/3/1,3,Waikato,265,7370.906415
2010/3/1,4,Bay of Plenty,280,6992.060903
2010/3/1,5,Gisborne,240,6499.428817
2010/3/1,7,Taranaki,263,4911.674715
2010/3/1,8,Manawatu-Whanganui,210,4559.479985
2010/3/1,9,Wellington,340,4112.817606
2010/3/1,12,West Coast,240,4081.093767
2010/3/1,13,Canterbury,280,9942.336866
2010/3/1,14,Otago,250,4227.77171
2010/3/1,15,Southland,190,3510.689856
2010/3/1,17,Nelson,300,4081.093767
2010/4/1,1,Northland,260,4740.423299
2010/4/1,2,Auckland,370,10203.27303
2010/4/1,3,Waikato,270,7335.437021
2010/4/1,4,Bay of Plenty,280,6980.541719
2010/4/1,5,Gisborne,250,6463.843748
2010/4/1,7,Taranaki,250,4906.73701
2010/4/1,8,Manawatu-Whanganui,210,4563.778964
2010/4/1,9,Wellington,340,4074.946235
2010/4/1,12,West Coast,220,4078.977049
2010/4/1,13,Canterbury,280,9968.104838
2010/4/1,14,Otago,260,4206.470226
2010/4/1,15,Southland,200,3498.720828
2010/4/1,17,Nelson,300,4078.977049
2010/5/1,1,Northland,260,4781.678763
2010/5/1,2,Auckland,370,10160.4587
2010/5/1,3,Waikato,265,7293.526371
2010/5/1,4,Bay of Plenty,273,6963.353746
2010/5/1,5,Gisborne,250,6420.914824
2010/5/1,7,Taranaki,270,4898.7723
2010/5/1,8,Manawatu-Whanganui,220,4566.440577
2010/5/1,9,Wellington,330,4032.212575
2010/5/1,12,West Coast,223,4073.65232
2010/5/1,13,Canterbury,280,9988.345897
2010/5/1,14,Otago,260,4181.52594
2010/5/1,15,Southland,195,3482.219591
2010/5/1,17,Nelson,320,4073.65232
2010/6/1,1,Northland,260,4828.855816
2010/6/1,2,Auckland,365,10113.18109
2010/6/1,3,Waikato,270,7246.641171
2010/6/1,4,Bay of Plenty,280,6940.457559
2010/6/1,5,Gisborne,245,6372.454137
2010/6/1,7,Taranaki,250,4887.813167
2010/6/1,8,Manawatu-Whanganui,215,4567.140711
2010/6/1,9,Wellington,340,3985.742426
2010/6/1,12,West Coast,240,4065.839163
2010/6/1,13,Canterbury,280,10000.24719
2010/6/1,14,Otago,260,4153.820787
2010/6/1,15,Southland,200,3461.926513
2010/6/1,17,Nelson,310,4065.839163
2010/7/1,1,Northland,255,4879.485324
2010/7/1,2,Auckland,365,10062.56009
2010/7/1,3,Waikato,275,7196.248129
2010/7/1,4,Bay of Plenty,280,6911.813729
2010/7/1,5,Gisborne,240,6320.273775
2010/7/1,7,Taranaki,260,4873.892191
2010/7/1,8,Manawatu-Whanganui,220,4565.555249
2010/7/1,9,Wellington,340,3936.661587
2010/7/1,12,West Coast,240,4056.257164
2010/7/1,13,Canterbury,280,10000.99586
2010/7/1,14,Otago,230,4124.236701
2010/7/1,15,Southland,200,3438.581962
2010/7/1,17,Nelson,300,4056.257164
2010/8/1,1,Northland,260,4931.098153
2010/8/1,2,Auckland,370,10009.71558
2010/8/1,3,Waikato,270,7143.81395
2010/8/1,4,Bay of Plenty,280,6877.38283
2010/8/1,5,Gisborne,245,6266.185828
2010/8/1,7,Taranaki,260,4857.041954
2010/8/1,8,Manawatu-Whanganui,225,4561.360077
2010/8/1,9,Wellington,340,3886.095856
2010/8/1,12,West Coast,230,4045.625908
2010/8/1,13,Canterbury,280,9987.779049
2010/8/1,14,Otago,245,4093.655617
2010/8/1,15,Southland,210,3412.926306
2010/8/1,17,Nelson,300,4045.625908
2010/9/1,1,Northland,255,4981.225168
2010/9/1,2,Auckland,360,9955.76743
2010/9/1,3,Waikato,270,7090.805341
2010/9/1,4,Bay of Plenty,280,6837.125435
2010/9/1,5,Gisborne,240,6212.002388
2010/9/1,7,Taranaki,250,4837.295035
2010/9/1,8,Manawatu-Whanganui,200,4554.231081
2010/9/1,9,Wellington,330,3835.171033
2010/9/1,12,West Coast,250,4034.664978
2010/9/1,13,Canterbury,290,9957.783914
2010/9/1,14,Otago,250,4062.95947
2010/9/1,15,Southland,197,3385.699914
2010/9/1,17,Nelson,300,4034.664978
2010/10/1,1,Northland,260,5027.397237
2010/10/1,2,Auckland,365,9901.835531
2010/10/1,3,Waikato,270,7038.689009
2010/10/1,4,Bay of Plenty,280,6791.002116
2010/10/1,5,Gisborne,240,6159.535543
2010/10/1,7,Taranaki,268,4814.684016
2010/10/1,8,Manawatu-Whanganui,220,4543.844146
2010/10/1,9,Wellington,335,3785.012917
2010/10/1,12,West Coast,240,4024.093961
2010/10/1,13,Canterbury,280,9908.197597
2010/10/1,14,Otago,270,4033.030195
2010/10/1,15,Southland,200,3357.643153
2010/10/1,17,Nelson,300,4024.093961
2010/11/1,1,Northland,265,5067.145226
2010/11/1,2,Auckland,370,9849.039761
2010/11/1,3,Waikato,270,6988.93166
2010/11/1,4,Bay of Plenty,275,6738.973447
2010/11/1,5,Gisborne,250,6110.597383
2010/11/1,7,Taranaki,263,4789.241478
2010/11/1,8,Manawatu-Whanganui,240,4529.875157
2010/11/1,9,Wellington,345,3736.747306
2010/11/1,12,West Coast,250,4014.63244
2010/11/1,13,Canterbury,280,9836.207243
2010/11/1,14,Otago,260,4004.749727
2010/11/1,15,Southland,200,3329.496392
2010/11/1,17,Nelson,295,4014.63244
2010/12/1,1,Northland,270,5098
2010/12/1,2,Auckland,370,9798.5
2010/12/1,3,Waikato,280,6943
2010/12/1,4,Bay of Plenty,285,6681
2010/12/1,5,Gisborne,250,6067
2010/12/1,7,Taranaki,260,4761
2010/12/1,8,Manawatu-Whanganui,220,4512
2010/12/1,9,Wellington,330,3691.5
2010/12/1,12,West Coast,220,4007
2010/12/1,13,Canterbury,300,9739
2010/12/1,14,Otago,260,3979
2010/12/1,15,Southland,200,3302
2010/12/1,17,Nelson,300,4007
2011/1/1,1,Northland,270,5118.058502
2011/1/1,2,Auckland,375,9751.090975
2011/1/1,3,Waikato,280,6901.993198
2011/1/1,4,Bay of Plenty,290,6617.147514
2011/1/1,5,Gisborne,250,6030.101771
2011/1/1,7,Taranaki,260,4730.021305
2011/1/1,8,Manawatu-Whanganui,230,4490.057268
2011/1/1,9,Wellington,375,3650.148678
2011/1/1,12,West Coast,250,4001.655805
2011/1/1,13,Canterbury,300,9615.197205
2011/1/1,14,Otago,300,3956.39187
2011/1/1,15,Southland,200,3275.751829
2011/1/1,17,Nelson,310,4001.655805
2011/2/1,1,Northland,265,5127.681973
2011/2/1,2,Auckland,370,9706.706789
2011/2/1,3,Waikato,280,6865.540273
2011/2/1,4,Bay of Plenty,280,6547.902387
2011/2/1,5,Gisborne,248,5999.446232
2011/2/1,7,Taranaki,250,4696.483679
2011/2/1,8,Manawatu-Whanganui,220,4464.536391
2011/2/1,9,Wellington,365,3612.57854
2011/2/1,12,West Coast,250,3998.017334
2011/2/1,13,Canterbury,300,9469.156962
2011/2/1,14,Otago,259,3936.451874
2011/2/1,15,Southland,200,3250.779672
2011/2/1,17,Nelson,300,3998.017334
2011/3/1,1,Northland,260,5127.797733
2011/3/1,2,Auckland,380,9664.996393
2011/3/1,3,Waikato,280,6832.902705
2011/3/1,4,Bay of Plenty,285,6473.856183
2011/3/1,5,Gisborne,255,5974.123206
2011/3/1,7,Taranaki,265,4660.594547
2011/3/1,8,Manawatu-Whanganui,220,4436.089507
2011/3/1,9,Wellington,340,3578.426667
2011/3/1,12,West Coast,250,3995.241644
2011/3/1,13,Canterbury,300,9306.671568
2011/3/1,14,Otago,260,3918.43547
2011/3/1,15,Southland,200,3226.968807
2011/3/1,17,Nelson,320,3995.241644
2011/4/1,1,Northland,270,5119.333099
2011/4/1,2,Auckland,385,9625.608735
2011/4/1,3,Waikato,280,6803.341976
2011/4/1,4,Bay of Plenty,290,6395.600468
2011/4/1,5,Gisborne,260,5953.222517
2011/4/1,7,Taranaki,260,4622.561337
2011/4/1,8,Manawatu-Whanganui,220,4405.368754
2011/4/1,9,Wellington,340,3547.330139
2011/4/1,12,West Coast,270,3992.485791
2011/4/1,13,Canterbury,300,9133.533317
2011/4/1,14,Otago,270,3901.598115
2011/4/1,15,Southland,200,3204.204512
2011/4/1,17,Nelson,330,3992.485791
2011/5/1,1,Northland,265,5103.215388
2011/5/1,2,Auckland,385,9588.192766
2011/5/1,3,Waikato,280,6776.119565
2011/5/1,4,Bay of Plenty,280,6313.726804
2011/5/1,5,Gisborne,240,5935.833989
2011/5/1,7,Taranaki,265,4582.591475
2011/5/1,8,Manawatu-Whanganui,213,4373.02627
2011/5/1,9,Wellington,330,3518.926036
2011/5/1,12,West Coast,250,3988.906833
2011/5/1,13,Canterbury,290,8955.534507
2011/5/1,14,Otago,275,3885.195268
2011/5/1,15,Southland,210,3182.372065
2011/5/1,17,Nelson,320,3988.906833
2011/6/1,1,Northland,270,5080.37192
2011/6/1,2,Auckland,385,9552.397434
2011/6/1,3,Waikato,275,6750.496953
2011/6/1,4,Bay of Plenty,290,6228.826756
2011/6/1,5,Gisborne,250,5921.047446
2011/6/1,7,Taranaki,260,4540.892386
2011/6/1,8,Manawatu-Whanganui,220,4339.714192
2011/6/1,9,Wellington,340,3492.85144
2011/6/1,12,West Coast,250,3983.661828
2011/6/1,13,Canterbury,285,8778.467432
2011/6/1,14,Otago,280,3868.482386
2011/6/1,15,Southland,200,3161.356743
2011/6/1,17,Nelson,300,3983.661828
2011/7/1,1,Northland,265,5051.730011
2011/7/1,2,Auckland,385,9517.871689
2011/7/1,3,Waikato,280,6725.735623
2011/7/1,4,Bay of Plenty,290,6141.491889
2011/7/1,5,Gisborne,260,5907.952711
2011/7/1,7,Taranaki,260,4497.671499
2011/7/1,8,Manawatu-Whanganui,220,4306.08466
2011/7/1,9,Wellington,330,3468.743431
2011/7/1,12,West Coast,250,3975.907833
2011/7/1,13,Canterbury,295,8608.124389
2011/7/1,14,Otago,250,3850.714927
2011/7/1,15,Southland,210,3141.043824
2011/7/1,17,Nelson,310,3975.907833
2011/8/1,1,Northland,268,5018.216981
2011/8/1,2,Auckland,380,9484.264481
2011/8/1,3,Waikato,280,6701.097053
2011/8/1,4,Bay of Plenty,285,6052.313766
2011/8/1,5,Gisborne,255,5895.639609
2011/8/1,7,Taranaki,260,4453.136239
2011/8/1,8,Manawatu-Whanganui,220,4272.78981
2011/8/1,9,Wellington,340,3446.239088
2011/8/1,12,West Coast,250,3964.801904
2011/8/1,13,Canterbury,290,8450.297673
2011/8/1,14,Otago,250,3831.148349
2011/8/1,15,Southland,210,3121.318586
2011/8/1,17,Nelson,300,3964.801904
2011/9/1,1,Northland,260,4980.760147
2011/9/1,2,Auckland,390,9451.224759
2011/9/1,3,Waikato,270,6675.842725
2011/9/1,4,Bay of Plenty,285,5961.883951
2011/9/1,5,Gisborne,250,5883.197963
2011/9/1,7,Taranaki,260,4407.494032
2011/9/1,8,Manawatu-Whanganui,230,4240.481781
2011/9/1,9,Wellington,330,3424.975493
2011/9/1,12,West Coast,250,3949.501099
2011/9/1,13,Canterbury,290,8310.779581
2011/9/1,14,Otago,270,3809.038109
2011/9/1,15,Southland,200,3102.066307
2011/9/1,17,Nelson,310,3949.501099
2011/10/1,1,Northland,260,4940.286827
2011/10/1,2,Auckland,390,9418.401471
2011/10/1,3,Waikato,270,6649.23412
2011/10/1,4,Bay of Plenty,295,5870.794009
2011/10/1,5,Gisborne,250,5869.717597
2011/10/1,7,Taranaki,280,4360.952306
2011/10/1,8,Manawatu-Whanganui,215,4209.812711
2011/10/1,9,Wellington,330,3404.589727
2011/10/1,12,West Coast,250,3929.162475
2011/10/1,13,Canterbury,290,8195.362407
2011/10/1,14,Otago,270,3783.639666
2011/10/1,15,Southland,200,3083.172264
2011/10/1,17,Nelson,320,3929.162475
2011/11/1,1,Northland,260,4897.724338
2011/11/1,2,Auckland,390,9385.443569
2011/11/1,3,Waikato,270,6620.532718
2011/11/1,4,Bay of Plenty,285,5779.635504
2011/11/1,5,Gisborne,270,5854.288335
2011/11/1,7,Taranaki,250,4313.718486
2011/11/1,8,Manawatu-Whanganui,230,4181.434738
2011/11/1,9,Wellington,345,3384.718869
2011/11/1,12,West Coast,250,3902.94309
2011/11/1,13,Canterbury,300,8109.838448
2011/11/1,14,Otago,270,3754.208477
2011/11/1,15,Southland,200,3064.521736
2011/11/1,17,Nelson,300,3902.94309
2011/12/1,1,Northland,260,4854
2011/12/1,2,Auckland,395,9352
2011/12/1,3,Waikato,280,6589
2011/12/1,4,Bay of Plenty,295,5689
2011/12/1,5,Gisborne,270,5836
2011/12/1,7,Taranaki,280,4266
2011/12/1,8,Manawatu-Whanganui,240,4156
2011/12/1,9,Wellington,340,3365
2011/12/1,12,West Coast,260,3870
2011/12/1,13,Canterbury,310,8060
2011/12/1,14,Otago,270,3720
2011/12/1,15,Southland,200,3046
2011/12/1,17,Nelson,320,3870
2012/1/1,1,Northland,263,4809.917156
2012/1/1,2,Auckland,390,9317.790888
2012/1/1,3,Waikato,290,6554.06704
2012/1/1,4,Bay of Plenty,290,5599.434213
2012/1/1,5,Gisborne,260,5814.196914
2012/1/1,7,Taranaki,265,4218.017539
2012/1/1,8,Manawatu-Whanganui,235,4133.921206
2012/1/1,9,Wellington,380,3345.099352
2012/1/1,12,West Coast,260,3829.822206
2012/1/1,13,Canterbury,320,8049.634263
2012/1/1,14,Otago,300,3680.538294
2012/1/1,15,Southland,210,3027.495791
2012/1/1,17,Nelson,348,3829.822206
2012/2/1,1,Northland,270,4765.783252
2012/2/1,2,Auckland,395,9282.821048
2012/2/1,3,Waikato,280,6515.843282
2012/2/1,4,Bay of Plenty,285,5511.305467
2012/2/1,5,Gisborne,260,5789.24139
2012/2/1,7,Taranaki,270,4170.044856
2012/2/1,8,Manawatu-Whanganui,210,4114.653347
2012/2/1,9,Wellington,380,3324.799764
2012/2/1,12,West Coast,260,3783.226479
2012/2/1,13,Canterbury,320,8074.508059
2012/2/1,14,Otago,260,3636.421826
2012/2/1,15,Southland,200,3008.911673
2012/2/1,17,Nelson,320,3783.226479
2012/3/1,1,Northland,270,4721.781762
2012/3/1,2,Auckland,395,9247.166468
2012/3/1,3,Waikato,280,6474.607763
2012/3/1,4,Bay of Plenty,290,5424.936239
2012/3/1,5,Gisborne,260,5761.750235
2012/3/1,7,Taranaki,270,4122.368971
2012/3/1,8,Manawatu-Whanganui,230,4097.411986
2012/3/1,9,Wellington,350,3303.913226
2012/3/1,12,West Coast,250,3731.361533
2012/3/1,13,Canterbury,320,8128.383113
2012/3/1,14,Otago,280,3588.517662
2012/3/1,15,Southland,200,2990.153665
2012/3/1,17,Nelson,340,3731.361533
2012/4/1,1,Northland,270,4678.096159
2012/4/1,2,Auckland,400,9210.903136
2012/4/1,3,Waikato,285,6430.639521
2012/4/1,4,Bay of Plenty,300,5340.649003
2012/4/1,5,Gisborne,268,5732.340259
2012/4/1,7,Taranaki,275,4075.276902
2012/4/1,8,Manawatu-Whanganui,220,4081.412687
2012/4/1,9,Wellington,340,3282.251728
2012/4/1,12,West Coast,250,3675.376083
2012/4/1,13,Canterbury,320,8205.021151
2012/4/1,14,Otago,275,3537.69287
2012/4/1,15,Southland,200,2971.12779
2012/4/1,17,Nelson,330,3675.376083
2012/5/1,1,Northland,265,4634.909916
2012/5/1,2,Auckland,400,9174.10704
2012/5/1,3,Waikato,280,6384.217593
2012/5/1,4,Bay of Plenty,295,5258.766237
2012/5/1,5,Gisborne,250,5701.628271
2012/5/1,7,Taranaki,260,4029.055668
2012/5/1,8,Manawatu-Whanganui,223,4065.871011
2012/5/1,9,Wellington,340,3259.627261
2012/5/1,12,West Coast,280,3616.418842
2012/5/1,13,Canterbury,320,8298.1839
2012/5/1,14,Otago,280,3484.814517
2012/5/1,15,Southland,210,2951.740066
2012/5/1,17,Nelson,310,3616.418842
2012/6/1,1,Northland,270,4592.406504
2012/6/1,2,Auckland,400,9136.854169
2012/6/1,3,Waikato,280,6335.621015
2012/6/1,4,Bay of Plenty,295,5179.610416
2012/6/1,5,Gisborne,260,5670.231081
2012/6/1,7,Taranaki,270,3983.992288
2012/6/1,8,Manawatu-Whanganui,225,4050.002521
2012/6/1,9,Wellington,330,3235.851813
2012/6/1,12,West Coast,260,3555.638524
2012/6/1,13,Canterbury,325,8401.633084
2012/6/1,14,Otago,290,3430.749671
2012/6/1,15,Southland,200,2931.896516
2012/6/1,17,Nelson,305,3555.638524
2012/7/1,1,Northland,275,4550.769399
2012/7/1,2,Auckland,400,9099.220511
2012/7/1,3,Waikato,280,6285.128825
2012/7/1,4,Bay of Plenty,290,5103.504017
2012/7/1,5,Gisborne,260,5638.765497
2012/7/1,7,Taranaki,273,3940.373781
2012/7/1,8,Manawatu-Whanganui,220,4033.02278
2012/7/1,9,Wellington,330,3210.737376
2012/7/1,12,West Coast,250,3494.183844
2012/7/1,13,Canterbury,320,8509.130431
2012/7/1,14,Otago,270,3376.365398
2012/7/1,15,Southland,210,2911.503159
2012/7/1,17,Nelson,320,3494.183844
2012/8/1,1,Northland,270,4510.182071
2012/8/1,2,Auckland,400,9061.282054
2012/8/1,3,Waikato,275,6233.020061
2012/8/1,4,Bay of Plenty,300,5030.769515
2012/8/1,5,Gisborne,250,5607.848329
2012/8/1,7,Taranaki,265,3898.487166
2012/8/1,8,Manawatu-Whanganui,220,4014.14735
2012/8/1,9,Wellington,340,3184.095939
2012/8/1,12,West Coast,250,3433.203515
2012/8/1,13,Canterbury,325,8614.437665
2012/8/1,14,Otago,265,3322.528767
2012/8/1,15,Southland,205,2890.466017
2012/8/1,17,Nelson,320,3433.203515
2012/9/1,1,Northland,275,4470.827994
2012/9/1,2,Auckland,400,9023.114786
2012/9/1,3,Waikato,280,6179.573759
2012/9/1,4,Bay of Plenty,290,4961.729386
2012/9/1,5,Gisborne,255,5578.096386
2012/9/1,7,Taranaki,260,3858.619461
2012/9/1,8,Manawatu-Whanganui,230,3992.591795
2012/9/1,9,Wellington,340,3155.739493
2012/9/1,12,West Coast,260,3373.846252
2012/9/1,13,Canterbury,325,8711.316513
2012/9/1,14,Otago,265,3270.106844
2012/9/1,15,Southland,220,2868.691109
2012/9/1,17,Nelson,310,3373.846252
2012/10/1,1,Northland,270,4432.890642
2012/10/1,2,Auckland,400,8984.794695
2012/10/1,3,Waikato,280,6125.068957
2012/10/1,4,Bay of Plenty,300,4896.706106
2012/10/1,5,Gisborne,250,5550.126478
2012/10/1,7,Taranaki,270,3821.057686
2012/10/1,8,Manawatu-Whanganui,220,3967.571676
2012/10/1,9,Wellington,330,3125.480028
2012/10/1,12,West Coast,255,3317.260769
2012/10/1,13,Canterbury,330,8793.528701
2012/10/1,14,Otago,270,3219.966697
2012/10/1,15,Southland,198,2846.084456
2012/10/1,17,Nelson,320,3317.260769
2012/11/1,1,Northland,275,4396.553486
2012/11/1,2,Auckland,400,8946.397771
2012/11/1,3,Waikato,280,6069.784691
2012/11/1,4,Bay of Plenty,295,4836.022152
2012/11/1,5,Gisborne,270,5524.555413
2012/11/1,7,Taranaki,250,3786.088859
